no;fips;year;qtr;state;gdp;revenuepop;rev_state_total;rev_local_total;popestimate;qtrly_estabs_count;month1_emplvl;month2_emplvl;month3_emplvl;total_qtrly_wages;taxable_qtrly_wages;avg_wkly_wage;year_qtr;treated;gdpcapita;lngdp;lngdpcapita;revstatecapita;revlocalcapita;emplvl1capita;emplvl2capita;emplvl3capita;emplvlcapita;totalwagescapita;taxwagescapita;avgwklywagecapita;estabscapita;abb
1216;16;2005;1;Idaho;46081;2933.574217;3929.66;2493.277;1428241;50700;580397;585582;593567;4280905971;3037168295;561;2005;0;32264.1627;10.738156;10.38171238;2751.398398;1745.69768;0.406371894;0.410002234;0.415593027;0.410655718;2997.327462;2126.509668;561;0.035498211;ID
1217;16;2005;2;Idaho;46552;2933.574217;3929.66;2493.277;1438348;51463;602501;610797;624312;4542415639;2764287104;570;2005.25;0;32364.90752;10.74832525;10.38483001;2732.064841;1733.430992;0.418884025;0.424651753;0.434047949;0.425861243;3158.078322;1921.84861;570;0.035779241;ID
1218;16;2005;3;Idaho;47671;2933.574217;3929.66;2493.277;1448455;52368;628630;631845;635188;4969167034;2309470402;605;2005.5;0;32911.61962;10.77207853;10.40158105;2713.001094;1721.335492;0.434000366;0.436219972;0.438527949;0.436249429;3430.667183;1594.437109;605;0.036154385;ID
1219;16;2005;4;Idaho;48399;2933.574217;3929.66;2493.277;1458562;53025;630754;625950;625047;5121604391;1709244275;628;2005.75;0;33182.68267;10.78723443;10.40978341;2694.201549;1709.407622;0.432449221;0.429155566;0.428536463;0.430047083;3511.406708;1171.869468;628;0.0363543;ID
1220;16;2006;1;Idaho;49746;3071.885459;4143.205;2747.338;1468669;53248;609577;614827;623603;4867444267;3543335556;608;2006;0;33871.485;10.81468534;10.43032879;2821.06111;1870.631163;0.415054039;0.418628704;0.424604182;0.419428975;3314.187381;2412.616836;608;0.036255957;ID
1221;16;2006;2;Idaho;51212;3071.885459;4143.205;2747.338;1477778;54452;634708;646229;659522;5146356210;3055482777;612;2006.25;0;34654.73163;10.84372916;10.45318955;2803.672135;1859.100623;0.42950159;0.437297754;0.446293016;0.437697453;3482.49616;2067.619613;612;0.036847213;ID
1222;16;2006;3;Idaho;51166;3071.885459;4143.205;2747.338;1486887;55127;657050;660837;660683;5257196821;2474987054;613;2006.5;0;34411.49193;10.84283053;10.44614586;2786.496217;1847.711359;0.441896392;0.444443324;0.444339751;0.443559822;3535.707032;1664.542803;613;0.037075447;ID
1223;16;2006;4;Idaho;52504;3071.885459;4143.205;2747.338;1495996;55833;656227;651476;649318;5699628161;1862738639;672;2006.75;0;35096.35053;10.86864464;10.46585243;2769.529464;1836.460793;0.438655585;0.435479774;0.434037257;0.436057538;3809.922059;1245.149478;672;0.037321624;ID
1224;16;2007;1;Idaho;53374;3147;4566.257;2825.301;1505105;55764;631123;635469;644285;5239257091;3794274301;633;2007;0;35461.97774;10.88507901;10.47621635;3033.846144;1877.145448;0.419321576;0.422209082;0.42806648;0.423199046;3480.991088;2520.936613;633;0.037049907;ID
1225;16;2007;2;Idaho;54183;3147;4566.257;2825.301;1512408.75;56522;654928;666012;678000;5422904434;3257534856;626;2007.25;0;35825.63246;10.90012249;10.48641891;3019.195042;1868.080306;0.433036373;0.44036508;0.448291508;0.440564321;3585.607683;2153.871998;626;0.037372172;ID
1226;16;2007;3;Idaho;54760;3147;4566.257;2825.301;1519712.5;56520;673113;676907;674800;5570405158;2604296783;635;2007.5;0;36033.13127;10.91071528;10.49219411;3004.684768;1859.102297;0.442921276;0.445417801;0.444031355;0.444123477;3665.433533;1713.67728;635;0.037191245;ID
1227;16;2007;4;Idaho;55712;3147;4566.257;2825.301;1527016.25;57054;668930;664521;660103;5929125534;1941792465;686;2007.75;0;36484.22209;10.92795084;10.50463517;2990.313299;1850.210173;0.438063446;0.435176116;0.432282892;0.435174151;3882.817576;1271.625279;686;0.03736306;ID
1228;16;2008;1;Idaho;55518;3209;4761.972;3059.485;1534320;56642;635432;638847;643710;5285358429;3867575559;636;2008;0;36184.10762;10.92446257;10.49637529;3103.63679;1994.033187;0.41414568;0.416371422;0.419540904;0.416686002;3444.756263;2520.709864;636;0.03691668;ID
1229;16;2008;2;Idaho;56396;3209;4761.972;3059.485;1539349.75;56614;651271;663230;671394;5469983111;3310546962;636;2008.25;0;36636.24852;10.94015351;10.50879343;3093.495809;1987.517781;0.423081889;0.430850754;0.436154292;0.430028978;3553.437489;2150.613895;636;0.036777867;ID
1230;16;2008;3;Idaho;56541;3209;4761.972;3059.485;1544379.5;56738;667791;669210;665517;5583034320;2662930803;643;2008.5;0;36610.82007;10.94272132;10.50809911;3083.420882;1981.044814;0.432400844;0.43331966;0.430928408;0.432216304;3615.066323;1724.272307;643;0.036738379;ID
1231;16;2008;4;Idaho;54958;3209;4761.972;3059.485;1549409.25;56878;655893;641061;633941;5800182421;1950473545;693;2008.75;0;35470.29295;10.91432454;10.47645081;3073.411366;1974.613873;0.423318113;0.413745432;0.409150133;0.415404559;3743.479924;1258.849813;693;0.036709475;ID
1232;16;2009;1;Idaho;54692;2938;4256.694;3219.854;1554439;56034;605986;603223;601563;5005908794;3607384926;638;2009;0;35184.39772;10.90947273;10.46835802;2738.411736;2071.392959;0.389842252;0.388064762;0.386996852;0.388301289;3220.395779;2320.698931;638;0.036047732;ID
1233;16;2009;2;Idaho;53254;2938;4256.694;3219.854;1558581.75;56056;609721;618516;625416;5077380409;3044448147;632;2009.25;0;34168.24302;10.8828282;10.43905192;2731.132968;2065.887144;0.391202451;0.396845401;0.401272503;0.396440118;3257.692713;1953.345179;632;0.035966031;ID
1234;16;2009;3;Idaho;53742;2938;4256.694;3219.854;1562724.5;55801;621243;621762;623558;5232354544;2467475346;647;2009.5;0;34389.93885;10.8919501;10.44551933;2723.892791;2060.41052;0.397538402;0.397870514;0.399019789;0.398142901;3348.225835;1578.957357;647;0.03570751;ID
1235;16;2009;4;Idaho;53841;2938;4256.694;3219.854;1566867.25;55473;620388;609980;604415;5630428294;1901460423;708;2009.75;0;34362.19629;10.89379054;10.44471229;2716.6909;2054.962857;0.395941647;0.389299093;0.385747421;0.390329387;3593.430327;1213.54277;708;0.035403765;ID
1236;16;2010;1;Idaho;54909;2791;4053.577;3286.992;1571010;54643;583630;585483;591135;4827934824;3415961857;633;2010;0;34951.40069;10.91343255;10.46171382;2580.236281;2092.279489;0.371499863;0.372679359;0.376277045;0.373485422;3073.140734;2174.373083;633;0.034782083;ID
1237;16;2010;2;Idaho;54713;2791;4053.577;3286.992;1574293.25;54666;600295;610507;616487;5160231705;3063859011;652;2010.25;0;34754.00787;10.90985662;10.45605018;2574.855098;2087.915958;0.381310788;0.387797509;0.391596038;0.386901445;3277.808442;1946.180619;652;0.034724153;ID
1238;16;2010;3;Idaho;55352;2791;4053.577;3286.992;1577576.5;54662;615567;618336;617169;5340680161;2506164566;666;2010.5;0;35086.72955;10.92146807;10.46557826;2569.496313;2083.570591;0.390197876;0.3919531;0.391213358;0.391121445;3385.370003;1588.616822;666;0.03464935;ID
1239;16;2010;4;Idaho;56058;2791;4053.577;3286.992;1580859.75;54517;617837;608571;601838;5805358388;1932719612;733;2010.75;0;35460.45119;10.93414215;10.4761733;2564.159787;2079.243273;0.390823411;0.384962044;0.380702969;0.385496141;3672.279206;1222.575002;733;0.034485665;ID
1240;16;2011;1;Idaho;55768;2991;4539.438;3247.822;1584143;53581;584204;586590;589991;5026205789;3530428526;659;2011;0;35203.89258;10.92895551;10.46891194;2865.548123;2050.207589;0.368782364;0.370288541;0.372435443;0.370502116;3172.82328;2228.604694;659;0.033823335;ID
1241;16;2011;2;Idaho;56500;2991;4539.438;3247.822;1587085;53645;601868;609135;616778;5282031091;3094175156;667;2011.25;0;35599.8576;10.94199592;10.48009692;2860.236219;2046.407092;0.379228586;0.383807421;0.388623168;0.383886391;3328.133711;1949.596371;667;0.033800962;ID
1242;16;2011;3;Idaho;56990;2991;4539.438;3247.822;1590027;53778;617977;620540;623783;5623051261;2557403110;697;2011.5;0;35842.15866;10.95063109;10.4868801;2854.943973;2042.62066;0.38865818;0.390270102;0.39230969;0.390412658;3536.450174;1608.402316;697;0.033822067;ID
1243;16;2011;4;Idaho;57717;2991;4539.438;3247.822;1592969;53709;620296;612839;606041;5711869885;1877488789;717;2011.75;0;36232.3435;10.96330704;10.49770747;2849.671274;2038.848214;0.389396153;0.384714957;0.380447454;0.384852854;3585.675481;1178.609746;717;0.033716287;ID
1244;16;2012;1;Idaho;57285;3042;4606.542;2872.972;1595911;52755;586611;589148;595818;5303146841;3686334366;691;2012;0;35894.8588;10.95579409;10.48834936;2886.465473;1800.208157;0.367571249;0.369160937;0.373340368;0.370024185;3322.959013;2309.86212;691;0.033056355;ID
1245;16;2012;2;Idaho;57918;3042;4606.542;2872.972;1599936;52946;604847;616046;625723;5364742387;3175362662;670;2012.25;0;36200.19801;10.9667835;10.49681987;2879.203918;1795.679327;0.378044497;0.385044152;0.391092519;0.384727056;3353.098116;1984.681051;670;0.033092574;ID
1246;16;2012;3;Idaho;58863;3042;4606.542;2872.972;1603961;53071;623873;628895;630216;5604345561;2553822820;687;2012.5;0;36698.52322;10.98296799;10.51049179;2871.978807;1791.173227;0.388957712;0.39208871;0.392912296;0.391319573;3494.065979;1592.197578;687;0.033087463;ID
1247;16;2012;4;Idaho;58353;3042;4606.542;2872.972;1607986;53086;630102;624016;618260;5941655747;1974283212;732;2012.75;0;36289.49506;10.97426605;10.49928359;2864.789868;1786.689685;0.391857889;0.38807303;0.384493397;0.388141439;3695.091715;1227.798757;732;0.033013969;ID
1248;16;2013;1;Idaho;60107;3173;4798.825;2972.461;1612011;52663;597522;603137;611100;5457820812;3825272958;695;2013;0;37286.9664;11.00388159;10.52639912;2976.918272;1843.945854;0.370668687;0.374151913;0.379091706;0.374637435;3385.721817;2372.98192;695;0.032669132;ID
1249;16;2013;2;Idaho;60465;3173;4798.825;2972.461;1617391.25;53247;623432;634767;643193;5621058070;3348509844;682;2013.25;0;37384.27545;11.00981996;10.52900545;2967.015557;1837.81197;0.385455282;0.392463481;0.397673105;0.391863956;3475.385483;2070.315296;682;0.032921533;ID
1250;16;2013;3;Idaho;60908;3173;4798.825;2972.461;1622771.5;53414;640705;644744;645044;5878905956;2695363169;703;2013.5;0;37533.31877;11.01711981;10.53298432;2957.178506;1831.71876;0.394821452;0.397310404;0.397495273;0.396542376;3622.756473;1660.962846;703;0.032915293;ID
1251;16;2013;4;Idaho;61937;3173;4798.825;2972.461;1628151.75;53806;646628;639177;634492;6261247627;2092141998;752;2013.75;0;38041.29437;11.03387302;10.54642754;2947.406469;1825.66582;0.397154626;0.392578272;0.389700776;0.393144558;3845.616741;1284.979731;752;0.033047288;ID
1252;16;2014;1;Idaho;61877;3237;4901.753;3097.417;1633532;53248;618679;623676;630719;5844094778;4030657463;720;2014;0;37879.27019;11.03290382;10.54215928;3000.708281;1896.147122;0.378736994;0.38179601;0.386107527;0.38221351;3577.58206;2467.449345;720;0.032596851;ID
1253;16;2014;2;Idaho;62876;3237;4901.753;3097.417;1638356;54571;639951;649768;659386;5890237830;3492780419;697;2014.25;0;38377.49549;11.04891981;10.55522651;2991.872951;1890.564078;0.390605583;0.396597565;0.402468084;0.396557077;3595.212414;2131.881239;697;0.03330839;ID
1254;16;2014;3;Idaho;63572;3237;4901.753;3097.417;1643180;55065;656775;659447;658374;6167736592;2822711824;721;2014.5;0;38688.39689;11.0599284;10.56329501;2983.089497;1885.013815;0.399697538;0.401323653;0.400670651;0.400563947;3753.536796;1717.834823;721;0.03351124;ID
1255;16;2014;4;Idaho;64897;3237;4901.753;3097.417;1648004;55792;659665;650878;648347;6646217337;2198918094;783;2014.75;0;39379.15199;11.08055668;10.58099182;2974.357465;1879.496045;0.400281189;0.394949284;0.393413487;0.396214653;4032.889081;1334.291721;783;0.033854287;ID
1256;16;2015;1;Idaho;65630;3437;5333.936;3214.721;1652828;55090;633962;638602;647895;6123983945;4243091681;736;2015;0;39707.70098;11.09178819;10.58930043;3227.157333;1944.982176;0.383561992;0.386369302;0.391991786;0.387307693;3705.15501;2567.170741;736;0.033330752;ID
1257;16;2015;2;Idaho;65966;3437;5333.936;3214.721;1660406;55549;656385;666380;677006;6174926306;3700330204;713;2015.25;0;39728.8374;11.09689474;10.58983259;3212.428767;1936.105386;0.395315965;0.401335577;0.407735217;0.401462253;3718.925556;2228.569521;713;0.033455071;ID
1258;16;2015;3;Idaho;66166;3437;5333.936;3214.721;1667984;56266;677295;677394;680137;6492445135;3019720612;736;2015.5;0;39668.24622;11.09992201;10.5883063;3197.834032;1927.309255;0.406056053;0.406115406;0.407759907;0.406643789;3892.390536;1810.401426;736;0.033732937;ID
1259;16;2015;4;Idaho;65920;3437;5333.936;3214.721;1675562;57210;679490;672900;670056;7040638541;2406479150;803;2015.75;0;39342.02375;11.09619716;10.58004853;3183.371311;1918.592687;0.405529607;0.401596599;0.399899258;0.402341821;4201.956443;1436.222085;803;0.034143768;ID
1260;16;2016;1;Idaho;66936;NA;NA;NA;1683140;57343;654819;662057;670189;6235216669;4372350602;724;2016;0;39768.52787;11.11149222;10.59083112;NA;NA;0.389046069;0.393346365;0.398177811;0.393523415;3704.514579;2597.734355;724;0.034069061;ID
1261;17;1990;1;Illinois;279019;NA;NA;NA;11453316;251385;5066494;5077110;5129465;31798255853;0;480;1990;0;24361.41638;12.53903516;10.10075586;NA;NA;0.442360448;0.443287341;0.447858507;0.444502099;2776.336203;0;480;0.021948665;IL
1262;17;1990;2;Illinois;281382.5;NA;NA;NA;11482228;246147;5147063;5221465;5268527;31851277492;0;470;1990.25;0;24505.91471;12.54747023;10.10666978;NA;NA;0.448263438;0.454743191;0.458841873;0.453949501;2773.963162;0;470;0.021437216;IL
1263;17;1990;3;Illinois;283746;NA;NA;NA;11511140;252992;5212847;5214539;5263540;31777127171;0;467;1990.5;0;24649.68717;12.55583475;10.11251949;NA;NA;0.452852367;0.452999355;0.457256188;0.454369304;2760.554313;0;467;0.021978014;IL
1264;17;1990;4;Illinois;286109.5;NA;NA;NA;11540052;254600;5227755;5237693;5233713;35886057136;0;528;1990.75;0;24792.73924;12.56412988;10.11830612;NA;NA;0.453009657;0.453870832;0.453525946;0.453468812;3109.696311;0;528;0.022062292;IL
1265;17;1991;1;Illinois;288473;NA;NA;NA;11568964;262353;5042164;5031460;5070838;32370878390;0;493;1991;0;24935.0763;12.57235677;10.12403078;NA;NA;0.435835395;0.434910161;0.438313923;0.43635316;2798.079274;0;493;0.022677311;IL
1266;17;1991;2;Illinois;292913.75;NA;NA;NA;11600269;261957;5118170;5167756;5193285;32901299026;0;491;1991.25;0;25250.59979;12.58763348;10.13660519;NA;NA;0.44121132;0.445485876;0.447686601;0.444794599;2836.25311;0;491;0.022581976;IL
1267;17;1991;3;Illinois;297354.5;NA;NA;NA;11631574;262361;5133955;5118773;5172689;33028236758;0;494;1991.5;0;25564.4249;12.60268031;10.14895701;NA;NA;0.441380934;0.440075694;0.444711008;0.442055879;2839.532875;0;494;0.022555933;IL
1268;17;1991;4;Illinois;301795.25;NA;NA;NA;11662879;263955;5120891;5128760;5122775;36364364836;0;546;1991.75;0;25876.5653;12.61750409;10.16109302;NA;NA;0.439076063;0.439750768;0.439237602;0.439354811;3117.957825;0;546;0.022632062;IL
1269;17;1992;1;Illinois;306236;2206.225698;NA;NA;11694184;268594;4987678;4996015;5029883;34023298358;0;523;1992;0;26187.03451;12.63211133;10.1730197;NA;NA;0.42650928;0.427222199;0.430118339;0.427949939;2909.420474;0;523;0.022968169;IL
1270;17;1992;2;Illinois;309696.75;2206.225698;NA;NA;11723032.75;267952;5081366;5133586;5169343;34327293755;0;515;1992.25;0;26417.80132;12.64334887;10.18179335;NA;NA;0.433451489;0.437905968;0.440956117;0.437437858;2928.192259;0;515;0.022856884;IL
1271;17;1992;3;Illinois;313157.5;2206.225698;NA;NA;11751881.5;268110;5082235;5086966;5136156;34133589535;0;515;1992.5;0;26647.43514;12.65446154;10.19044818;NA;NA;0.432461389;0.432863963;0.437049676;0.434125009;2904.521249;0;515;0.022814219;IL
1272;17;1992;4;Illinois;316618.25;2206.225698;NA;NA;11780730.25;271637;5204118;5207871;5215813;40472451322;0;598;1992.75;0;26875.9443;12.66545207;10.1989869;NA;NA;0.441748337;0.442066908;0.44274106;0.442185435;3435.478995;0;598;0.023057739;IL
1273;17;1993;1;Illinois;320079;NA;NA;NA;11809579;274451;5062496;5082297;5114460;34209617994;0;517;1993;0;27103.33705;12.67632312;10.20741214;NA;NA;0.428677093;0.430353783;0.43307725;0.430702709;2896.768631;0;517;0.023239694;IL
1274;17;1993;2;Illinois;327052;NA;NA;NA;11835330.5;273783;5180484;5237473;5269176;35653800436;0;524;1993.25;0;27633.53334;12.69787446;10.22678529;NA;NA;0.437713505;0.442528664;0.445207339;0.441816503;3012.488788;0;524;0.023132687;IL
1275;17;1993;3;Illinois;334025;NA;NA;NA;11861082;274224;5239967;5250881;5286061;36287004424;0;531;1993.5;0;28161.42743;12.71897112;10.2457085;NA;NA;0.441778162;0.442698314;0.445664316;0.443380264;3059.333409;0;531;0.023119645;IL
1276;17;1993;4;Illinois;340998;NA;NA;NA;11886833.5;277285;5310040;5324998;5340824;42069601978;0;608;1993.75;0;28687.03427;12.73963189;10.26420053;NA;NA;0.446716108;0.447974475;0.449305864;0.447998816;3539.176516;0;608;0.02332707;IL
1277;17;1994;1;Illinois;347971;NA;NA;NA;11912585;278931;5160043;5180033;5247545;36908443161;0;546;1994;0;29210.3687;12.75987442;10.28227902;NA;NA;0.433158966;0.434837023;0.440504307;0.436166765;3098.273226;0;546;0.023414817;IL
1278;17;1994;2;Illinois;352091;NA;NA;NA;11936548;280156;5318120;5378093;5426387;37535308354;0;537;1994.25;0;29496.88637;12.77164494;10.29203999;NA;NA;0.445532494;0.450556811;0.454602704;0.45023067;3144.5698;0;537;0.023470437;IL
1279;17;1994;3;Illinois;356211;NA;NA;NA;11960511;281677;5374702;5381955;5445228;39149604540;0;558;1994.5;0;29782.25596;12.78327853;10.30166806;NA;NA;0.4493706;0.449977012;0.45526717;0.451538261;3273.238454;0;558;0.023550582;IL
1280;17;1994;4;Illinois;360331;NA;NA;NA;11984474;277964;5412288;5445278;5454502;42325850371;0;599;1994.75;0;30066.48435;12.79477833;10.31116635;NA;NA;0.451608306;0.454361034;0.455130697;0.453700012;3531.723659;0;599;0.023193675;IL
1281;17;1995;1;Illinois;364451;NA;NA;NA;12008437;286124;5321107;5345096;5405643;40532939818;0;582;1995;0;30349.57838;12.80614739;10.3205379;NA;NA;0.443114037;0.445111716;0.450153754;0.446126503;3375.371817;0;582;0.023826914;IL
1282;17;1995;2;Illinois;369214.25;NA;NA;NA;12006462.5;286869;5444192;5491952;5549101;39856039906;0;558;1995.25;0;30751.29331;12.81913238;10.33368733;NA;NA;0.453438471;0.457416329;0.462176182;0.457676994;3319.548943;0;558;0.023892883;IL
1283;17;1995;3;Illinois;373977.5;NA;NA;NA;12004488;288104;5479331;5500182;5568531;41652150307;0;581;1995.5;0;31153.14039;12.83195091;10.34667033;NA;NA;0.456440208;0.458177142;0.463870762;0.459496037;3469.714852;0;581;0.023999691;IL
1284;17;1995;4;Illinois;378740.75;NA;NA;NA;12002513.5;289766;5546262;5567234;5585175;44797809261;0;619;1995.75;0;31555.11968;12.84460721;10.35949113;NA;NA;0.462091711;0.463839012;0.465333782;0.463754835;3732.368996;0;619;0.02414211;IL
1285;17;1996;1;Illinois;383504;NA;NA;NA;12000539;306002;5387913;5399105;5456258;42628371809;0;606;1996;0;31957.23125;12.85710533;10.37215376;NA;NA;0.448972584;0.449905208;0.454667745;0.451181846;3552.204764;0;606;0.025499021;IL
1286;17;1996;2;Illinois;393027;NA;NA;NA;12046833;305690;5524454;5582208;5618804;42075702017;0;581;1996.25;0;32624.92308;12.88163359;10.39283179;NA;NA;0.458581438;0.463375561;0.466413372;0.462790124;3492.677454;0;581;0.025375134;IL
1287;17;1996;3;Illinois;402550;NA;NA;NA;12093127;304477;5547513;5577664;5624485;41971979041;0;578;1996.5;0;33287.50289;12.90557459;10.41293732;NA;NA;0.458732717;0.461225951;0.465097654;0.461685441;3470.73003;0;578;0.02517769;IL
1288;17;1996;4;Illinois;412073;NA;NA;NA;12139421;306941;5633029;5667829;5672020;47581723876;0;647;1996.75;0;33945.02917;12.9289558;10.43249771;NA;NA;0.464027815;0.466894508;0.467239747;0.466054023;3919.604063;0;647;0.025284649;IL
1289;17;1997;1;Illinois;421596;2824.207459;NA;NA;12185715;307316;5479905;5496874;5555689;45170669417;0;631;1997;0;34597.55952;12.95180279;10.45153842;NA;NA;0.449699094;0.451091627;0.45591818;0.4522363;3706.854248;0;631;0.025219365;IL
1290;17;1997;2;Illinois;426205.5;2824.207459;NA;NA;12207248;309788;5614984;5678725;5713197;44756136298;0;607;1997.25;0;34914.13462;12.9626769;10.46064703;NA;NA;0.459971322;0.465192892;0.468016788;0.464393667;3666.357585;0;607;0.025377382;IL
1291;17;1997;3;Illinois;430815;2824.207459;NA;NA;12228781;315041;5631075;5641736;5706073;45343729910;0;616;1997.5;0;35229.59484;12.97343404;10.46964177;NA;NA;0.460477214;0.461349009;0.466610122;0.462812115;3707.95175;0;616;0.025762257;IL
1292;17;1997;4;Illinois;435424.5;2824.207459;NA;NA;12250314;311574;5737614;5759222;5780759;51820664148;0;692;1997.75;0;35543.94606;12.9840767;10.47852513;NA;NA;0.468364648;0.470128521;0.471886598;0.470126589;4230.149868;0;692;0.02543396;IL
1293;17;1998;1;Illinois;440034;NA;NA;NA;12271847;312734;5592578;5610351;5652440;48253518730;0;661;1998;0;35857.19411;12.99460728;10.4872995;NA;NA;0.455724228;0.457172502;0.460602222;0.457832984;3932.050223;0;661;0.025483857;IL
1294;17;1998;2;Illinois;445875.5;NA;NA;NA;12293640.25;314401;5722886;5786733;5830966;48274293075;0;642;1998.25;0;36268.79353;13.00779504;10.49871297;NA;NA;0.465515981;0.470709479;0.474307518;0.47017766;3926.769622;0;642;0.02557428;IL
1295;17;1998;3;Illinois;451717;NA;NA;NA;12315433.5;315871;5766473;5777985;5840531;48292965636;0;641;1998.5;0;36678.93623;13.02081116;10.50995792;NA;NA;0.468231427;0.469166189;0.474244857;0.470547491;3921.337047;0;641;0.025648387;IL
1296;17;1998;4;Illinois;457558.5;NA;NA;NA;12337226.75;317039;5861858;5881209;5898465;56082483915;0;734;1998.75;0;37087.62992;13.03366002;10.52103877;NA;NA;0.475135792;0.476704297;0.47810299;0.476647693;4545.793398;0;734;0.025697753;IL
1297;17;1999;1;Illinois;463400;NA;NA;NA;12359020;317344;5653259;5689126;5729983;50845027688;0;687;1999;0;37494.88228;13.04634589;10.53195973;NA;NA;0.457419682;0.460321773;0.463627618;0.460456358;4114.00157;0;687;0.025677117;IL
1298;17;1999;2;Illinois;464134.5;NA;NA;NA;12377805.25;318215;5831109;5874435;5926178;51198445375;0;670;1999.25;0;37497.31803;13.04792966;10.53202469;NA;NA;0.471093936;0.474594234;0.478774539;0.474820903;4136.310464;0;670;0.025708516;IL
1299;17;1999;3;Illinois;464869;NA;NA;NA;12396590.5;318485;5846659;5847209;5897979;51239747124;0;672;1999.5;0;37499.7464;13.04951092;10.53208945;NA;NA;0.471634439;0.471678806;0.475774286;0.473029177;4133.374183;0;672;0.025691338;IL
1300;17;1999;4;Illinois;465603.5;NA;NA;NA;12415375.75;320292;5926202;5946492;5968660;59105845065;0;765;1999.75;0;37502.16742;13.05108969;10.53215401;NA;NA;0.477327639;0.478961903;0.480747431;0.479012325;4760.69724;0;765;0.025798011;IL
1301;17;2000;1;Illinois;466338;NA;NA;NA;12434161;320846;5773747;5795535;5863183;56418445700;0;747;2000;0;37504.58113;13.05266597;10.53221837;NA;NA;0.464345524;0.466097793;0.471538289;0.467327202;4537.374552;0;747;0.025803591;IL
1302;17;2000;2;Illinois;468569.75;NA;NA;NA;12447732;322070;5927812;5985328;6042756;54184043303;0;696;2000.25;0;37642.98187;13.05744025;10.53590181;NA;NA;0.47621623;0.48083683;0.485450362;0.480834474;4352.924959;0;696;0.02587379;IL
1303;17;2000;3;Illinois;470801.5;NA;NA;NA;12461303;323802;5927012;5946930;5999716;54465408166;0;703;2000.5;0;37781.08116;13.06219184;10.53956376;NA;NA;0.475633407;0.477231795;0.481467789;0.478110997;4370.763488;0;703;0.025984602;IL
1304;17;2000;4;Illinois;473033.25;NA;NA;NA;12474874;319036;5990956;6011694;6004392;60956358598;0;781;2000.75;0;37918.87998;13.06692096;10.54320442;NA;NA;0.480241804;0.481904186;0.481318849;0.481154947;4886.330603;0;781;0.025574286;IL
1305;17;2001;1;Illinois;475265;NA;NA;NA;12488445;319756;5809555;5822265;5867166;59070535745;28182580210;779;2001;0;38056.37932;13.07162782;10.54682401;NA;NA;0.465194426;0.466212167;0.46980757;0.467071387;4730.015286;2256.692503;779;0.025604148;IL
1306;17;2001;2;Illinois;477983.5;NA;NA;NA;12497722.75;320439;5906671;5952418;5992230;55692110157;9510449599;720;2001.25;0;38245.64759;13.07733149;10.55178504;NA;NA;0.472619782;0.476280209;0.479465749;0.476121913;4456.18064;760.9746023;720;0.025639791;IL
1307;17;2001;3;Illinois;480702;NA;NA;NA;12507000.5;319662;5880480;5877454;5902001;55006646419;5494244647;719;2001.5;0;38434.63507;13.08300281;10.55671429;NA;NA;0.470175083;0.469933139;0.471895799;0.470668007;4398.068619;439.2935498;719;0.025558646;IL
1308;17;2001;4;Illinois;483420.5;NA;NA;NA;12516278.25;318495;5876829;5875227;5872681;60285542918;4284961042;789;2001.75;0;38623.34237;13.08864215;10.5616121;NA;NA;0.469534864;0.46940687;0.469203455;0.46938173;4816.571006;342.3510533;789;0.025446462;IL
1309;17;2002;1;Illinois;486139;3316.789377;NA;NA;12525556;318601;5674376;5670794;5709038;57663383235;27270779027;780;2002;0;38811.77011;13.09424987;10.56647883;NA;NA;0.453023882;0.452737906;0.455791184;0.453850991;4603.658571;2177.211058;780;0.025436076;IL
1310;17;2002;2;Illinois;489470.75;3316.789377;NA;NA;12533168.5;320830;5764985;5814890;5853031;55888806296;9115851406;740;2002.25;0;39054.03091;13.10107998;10.57270137;NA;NA;0.459978257;0.463960091;0.467003296;0.463647215;4459.271915;727.3381353;740;0.025598475;IL
1311;17;2002;3;Illinois;492802.5;3316.789377;NA;NA;12540781;322084;5754476;5770522;5809798;54999559745;5321642456;732;2002.5;0;39295.99759;13.10786376;10.57887795;NA;NA;0.458861055;0.460140561;0.463272423;0.460758013;4385.656662;424.346973;732;0.02568293;IL
1312;17;2002;4;Illinois;496134.25;3316.789377;NA;NA;12548393.5;322816;5806231;5816779;5808662;60490390657;4222379745;801;2002.75;0;39537.6707;13.11460183;10.58500918;NA;NA;0.462707119;0.463547704;0.462900849;0.463051891;4820.568518;336.4876743;801;0.025725684;IL
1313;17;2003;1;Illinois;499466;NA;NA;NA;12556006;322175;5610090;5604877;5636504;57777796667;27064822236;791;2003;0;39779.05076;13.12129481;10.59109569;NA;NA;0.446805298;0.446390118;0.448908992;0.447368136;4601.606328;2155.527979;791;0.025659035;IL
1314;17;2003;2;Illinois;508033.25;NA;NA;NA;12564447.75;323713;5689285;5742702;5772741;55926824092;8835874967;750;2003.25;0;40434.1886;13.13830218;10.60743096;NA;NA;0.452808202;0.457059643;0.459450436;0.456439427;4451.19636;703.2441969;750;0.025764204;IL
1315;17;2003;3;Illinois;516600.5;NA;NA;NA;12572889.5;324730;5680044;5694920;5739038;55634922951;5150538053;750;2003.5;0;41088.44669;13.15502513;10.62348226;NA;NA;0.451769182;0.452952362;0.456461341;0.453727628;4424.991006;409.6542846;750;0.025827794;IL
